Lead_ID,Lead_Date,Lead_Source,Preferred_Model,Preferred_Variant,Assigned_Salesperson,Lead_Status,Followup_Count,Finance_Intent,Exchange_Intent
LD21381,2024-11-17,Website,Creta,Mid,SP10,Contacted,1,No,No
LD21382,2025-02-18,Website,City,Top,SP2,New,6,Yes,No
LD21383,2024-07-08,Website,Nexon,Base,SP13,Contacted,1,No,Yes
LD21384,2024-08-20,Referral,Baleno,Top,SP3,New,6,No,No
LD21385,2025-01-26,Aggregator,Nexon,Base,SP13,Test Drive,7,No,Yes
LD21386,2024-06-17,Facebook,City,Top,SP10,Test Drive,9,No,Yes
LD21387,2025-03-18,Facebook,City,Base,SP12,New,7,No,No
LD21388,2024-06-16,Aggregator,City,Mid,SP3,Booked,4,No,Yes
LD21389,2024-08-18,Referral,Nexon,Mid,SP20,Contacted,6,Yes,Yes
LD21390,2024-05-29,Referral,Venue,Top,SP6,Contacted,7,No,Yes
LD21391,2025-10-25,Aggregator,Baleno,Base,SP3,Booked,3,No,No
LD21392,2025-07-03,Aggregator,City,Mid,SP2,Lost,1,Yes,No
LD21393,2025-01-20,Walk-in,Venue,Base,SP14,Booked,6,Yes,Yes
LD21394,2025-01-15,Referral,Swift,Top,SP15,New,0,No,No
LD21395,2024-10-01,Website,Venue,Mid,SP18,Lost,1,Yes,No
LD21396,2025-09-08,Facebook,Swift,Top,SP19,Test Drive,9,Yes,No
LD21397,2024-03-02,Referral,Nexon,Top,SP10,Test Drive,6,No,Yes
LD21398,2025-04-11,Aggregator,Venue,Base,SP20,Lost,9,No,No
LD21399,2025-06-11,Website,Nexon,Top,SP17,Booked,0,Yes,No
LD21400,2024-05-29,Walk-in,City,Top,SP17,Test Drive,6,No,Yes
LD21401,2024-05-21,Walk-in,Venue,Base,SP19,Booked,4,Yes,No
LD21402,2024-04-25,Website,Venue,Base,SP4,Contacted,2,Yes,Yes
LD21403,2024-03-05,Website,City,Top,SP11,Test Drive,1,Yes,No
LD21404,2025-03-04,Aggregator,Swift,Mid,SP17,New,6,Yes,No
LD21405,2024-11-05,Aggregator,City,Mid,SP10,Lost,8,No,No
LD21406,2025-12-06,Facebook,Baleno,Base,SP17,Test Drive,8,No,No
LD21407,2025-03-05,Facebook,Venue,Top,SP12,Booked,9,No,Yes
LD21408,2024-06-09,Walk-in,Baleno,Mid,SP10,Contacted,9,No,No
LD21409,2024-11-01,Website,City,Base,SP10,Booked,7,No,Yes
LD21410,2024-12-26,Walk-in,Nexon,Base,SP6,Contacted,1,No,Yes
LD21411,2024-10-04,Aggregator,City,Base,SP17,Test Drive,0,No,No
LD21412,2024-10-22,Referral,Creta,Top,SP19,Booked,7,No,No
LD21413,2025-07-04,Aggregator,Baleno,Base,SP2,New,1,No,No
LD21414,2024-06-17,Referral,Creta,Mid,SP4,Contacted,3,No,No
LD21415,2025-04-03,Website,Baleno,Top,SP18,Test Drive,3,No,No
LD21416,2025-08-02,Website,Nexon,Mid,SP4,Contacted,1,No,No
LD21417,2024-01-07,Website,Creta,Mid,SP6,Contacted,3,Yes,No
LD21418,2025-08-19,Facebook,Creta,Mid,SP14,Contacted,6,No,No
LD21419,2025-12-11,Facebook,Baleno,Top,SP7,New,5,No,No
LD21420,2024-05-11,Referral,City,Mid,SP12,Booked,9,No,Yes
LD21421,2025-08-10,Walk-in,Swift,Base,SP2,Lost,5,No,No
LD21422,2024-12-12,Walk-in,City,Base,SP18,Booked,3,No,No
LD21423,2025-12-21,Referral,Swift,Mid,SP13,New,1,Yes,Yes
LD21424,2025-08-18,Facebook,Baleno,Base,SP13,Booked,4,Yes,No
LD21425,2024-09-09,Aggregator,Venue,Top,SP5,Test Drive,2,No,No
LD21426,2025-02-13,Referral,City,Top,SP7,Booked,2,No,Yes
LD21427,2025-06-26,Walk-in,Creta,Base,SP12,Contacted,3,No,No
LD21428,2024-12-20,Referral,City,Base,SP14,New,4,Yes,Yes
LD21429,2025-12-13,Referral,Baleno,Top,SP1,Test Drive,1,No,No
LD21430,2025-07-17,Website,Venue,Mid,SP10,Contacted,5,No,No
LD21431,2025-01-02,Facebook,Venue,Top,SP9,Booked,5,Yes,No
LD21432,2025-08-06,Website,City,Mid,SP10,Booked,7,Yes,Yes
LD21433,2025-05-25,Facebook,City,Base,SP7,Contacted,1,No,Yes
LD21434,2025-06-16,Referral,Nexon,Base,SP16,Booked,7,No,Yes
LD21435,2025-06-11,Facebook,City,Mid,SP12,Contacted,7,Yes,Yes
LD21436,2025-06-11,Walk-in,Baleno,Mid,SP12,New,3,No,No
LD21437,2025-02-05,Website,Swift,Top,SP19,Contacted,6,No,Yes
LD21438,2024-06-23,Referral,Nexon,Mid,SP13,New,6,Yes,No
LD21439,2024-03-18,Walk-in,Swift,Base,SP18,New,0,No,No
LD21440,2025-03-15,Facebook,Creta,Base,SP3,New,0,Yes,No
LD21441,2025-07-02,Facebook,Baleno,Base,SP7,New,7,No,No
LD21442,2024-08-19,Walk-in,Nexon,Mid,SP1,New,0,No,No
LD21443,2025-02-03,Facebook,Venue,Mid,SP3,Booked,2,Yes,Yes
LD21444,2024-07-31,Website,Nexon,Base,SP14,New,5,Yes,No
LD21445,2024-07-11,Aggregator,Creta,Mid,SP4,Contacted,7,Yes,No
LD21446,2025-07-25,Facebook,Venue,Top,SP19,Contacted,4,Yes,Yes
LD21447,2025-12-01,Referral,Nexon,Top,SP6,New,4,Yes,No
LD21448,2024-09-23,Facebook,Venue,Mid,SP20,Lost,3,Yes,Yes
LD21449,2024-05-05,Referral,City,Mid,SP9,Test Drive,3,Yes,No
LD21450,2025-12-15,Facebook,Venue,Base,SP11,Booked,6,Yes,Yes
LD21451,2025-01-16,Facebook,Nexon,Mid,SP15,Contacted,5,Yes,No
LD21452,2025-06-27,Referral,Venue,Base,SP9,Booked,7,No,No
LD21453,2025-05-16,Website,Baleno,Top,SP11,Lost,5,No,Yes
LD21454,2025-02-06,Aggregator,City,Mid,SP10,Contacted,9,Yes,No
LD21455,2024-09-17,Aggregator,City,Top,SP2,Test Drive,6,No,No
LD21456,2025-01-21,Website,Creta,Mid,SP14,Test Drive,9,Yes,Yes
LD21457,2025-02-15,Facebook,City,Mid,SP4,Lost,9,Yes,Yes
LD21458,2024-12-11,Aggregator,Swift,Base,SP2,New,4,No,No
LD21459,2024-04-03,Website,Baleno,Base,SP5,Test Drive,5,Yes,Yes
LD21460,2024-11-23,Website,Creta,Mid,SP14,New,0,Yes,No
LD21461,2024-04-09,Aggregator,Swift,Mid,SP15,Lost,2,Yes,Yes
LD21462,2025-04-05,Referral,Venue,Base,SP19,Test Drive,7,Yes,Yes
LD21463,2024-11-10,Walk-in,Swift,Top,SP6,Booked,2,No,Yes
LD21464,2024-01-25,Referral,Creta,Mid,SP15,Booked,0,Yes,No
LD21465,2025-05-08,Facebook,City,Base,SP14,Test Drive,2,No,No
LD21466,2024-12-18,Referral,Baleno,Mid,SP8,Test Drive,3,No,No
LD21467,2024-04-26,Walk-in,Creta,Base,SP20,Test Drive,7,Yes,Yes
LD21468,2024-07-17,Walk-in,Swift,Top,SP12,Contacted,8,No,No
LD21469,2024-10-05,Website,Swift,Mid,SP4,Contacted,3,No,No
LD21470,2025-08-04,Facebook,Creta,Mid,SP6,New,6,No,Yes
LD21471,2024-03-19,Website,Nexon,Top,SP11,Contacted,0,No,Yes
LD21472,2025-02-27,Referral,Nexon,Mid,SP7,Lost,8,Yes,No
LD21473,2024-12-19,Referral,Creta,Mid,SP4,Contacted,3,Yes,No
LD21474,2025-06-09,Aggregator,Nexon,Mid,SP15,Booked,8,Yes,No
LD21475,2025-06-24,Website,Creta,Base,SP1,New,2,No,No
LD21476,2025-10-17,Website,City,Base,SP9,Contacted,4,No,No
LD21477,2025-04-21,Website,Creta,Mid,SP20,New,0,Yes,Yes
LD21478,2024-01-10,Website,Venue,Top,SP8,Contacted,2,No,No
LD21479,2025-07-12,Walk-in,Baleno,Top,SP12,New,4,No,No
LD21480,2025-05-17,Aggregator,Baleno,Mid,SP7,Test Drive,5,Yes,No
LD21481,2024-09-16,Facebook,Venue,Base,SP18,Test Drive,7,No,Yes
LD21482,2025-06-07,Facebook,Swift,Base,SP1,Booked,0,No,Yes
LD21483,2025-08-18,Facebook,Swift,Mid,SP9,Test Drive,2,Yes,No
LD21484,2024-01-06,Walk-in,Swift,Base,SP7,Lost,0,Yes,No
LD21485,2024-02-04,Aggregator,Swift,Base,SP14,Booked,4,Yes,No
LD21486,2024-06-23,Aggregator,City,Top,SP1,New,7,Yes,No
LD21487,2025-03-17,Walk-in,Venue,Mid,SP13,Contacted,3,Yes,Yes
LD21488,2025-07-30,Website,Baleno,Base,SP20,New,8,Yes,No
LD21489,2024-05-26,Referral,Venue,Base,SP15,Contacted,5,Yes,No
LD21490,2025-07-22,Website,Baleno,Base,SP5,Test Drive,5,No,No
LD21491,2024-07-11,Facebook,Swift,Mid,SP5,Lost,4,Yes,Yes
LD21492,2024-01-13,Website,City,Mid,SP14,Test Drive,9,No,Yes
LD21493,2025-06-13,Walk-in,Creta,Base,SP14,Booked,4,Yes,Yes
LD21494,2024-09-02,Facebook,Creta,Top,SP14,Contacted,6,No,Yes
LD21495,2025-11-05,Referral,Nexon,Top,SP5,New,7,No,Yes
LD21496,2024-04-23,Facebook,Swift,Mid,SP11,Booked,6,No,No
LD21497,2024-08-20,Website,Swift,Top,SP19,New,0,No,Yes
LD21498,2025-11-08,Aggregator,Venue,Base,SP5,Booked,0,No,No
LD21499,2024-11-17,Aggregator,City,Mid,SP4,New,9,Yes,No
LD21500,2025-06-21,Aggregator,City,Mid,SP15,Booked,5,Yes,No
LD21501,2024-05-05,Facebook,Venue,Top,SP7,Booked,2,Yes,Yes
LD21502,2024-11-08,Aggregator,City,Mid,SP5,Test Drive,8,No,Yes
LD21503,2025-05-25,Walk-in,City,Top,SP15,Booked,6,No,Yes
LD21504,2025-04-28,Referral,Creta,Top,SP14,Contacted,1,No,No
LD21505,2024-10-07,Aggregator,City,Base,SP3,New,2,Yes,No
LD21506,2024-10-09,Walk-in,Swift,Top,SP5,New,7,No,Yes
LD21507,2025-10-12,Walk-in,Creta,Top,SP12,Contacted,0,No,Yes
LD21508,2025-09-04,Facebook,Swift,Mid,SP20,Contacted,4,Yes,Yes
LD21509,2025-01-26,Facebook,Swift,Base,SP14,Booked,9,Yes,No
LD21510,2025-06-06,Referral,Venue,Base,SP5,New,0,Yes,No
LD21511,2025-01-16,Referral,Nexon,Top,SP4,Lost,8,No,Yes
LD21512,2024-08-03,Website,City,Mid,SP16,Lost,6,No,No
LD21513,2025-06-25,Referral,City,Mid,SP7,Booked,4,Yes,No
LD21514,2025-08-28,Facebook,City,Mid,SP3,Lost,5,No,Yes
LD21515,2024-04-25,Walk-in,City,Base,SP4,Booked,2,No,No
LD21516,2025-05-23,Website,Creta,Base,SP20,Test Drive,2,No,No
LD21517,2025-05-14,Referral,Baleno,Top,SP6,Test Drive,6,No,No
LD21518,2024-09-27,Walk-in,Swift,Top,SP3,Test Drive,6,Yes,Yes
LD21519,2025-03-15,Facebook,Nexon,Mid,SP1,New,6,No,No
LD21520,2024-10-17,Aggregator,Nexon,Top,SP3,New,1,No,No
LD21521,2024-02-08,Website,Baleno,Mid,SP8,Test Drive,1,Yes,Yes
LD21522,2024-01-24,Walk-in,Baleno,Base,SP16,New,4,No,Yes
LD21523,2024-02-12,Facebook,Baleno,Top,SP7,Lost,3,No,No
LD21524,2024-06-18,Facebook,Creta,Mid,SP18,Test Drive,6,Yes,No
LD21525,2024-12-05,Website,Baleno,Base,SP9,Contacted,2,No,No
LD21526,2024-06-17,Website,Creta,Mid,SP3,New,4,Yes,Yes
LD21527,2025-06-21,Referral,Venue,Top,SP18,Contacted,1,No,Yes
LD21528,2025-11-22,Referral,Venue,Mid,SP16,Contacted,0,No,No
LD21529,2025-04-16,Website,Nexon,Base,SP1,New,8,No,Yes
LD21530,2025-10-23,Website,Venue,Top,SP20,Lost,3,Yes,Yes
LD21531,2025-10-06,Walk-in,Creta,Base,SP16,Contacted,7,No,Yes
LD21532,2024-05-22,Referral,Creta,Top,SP12,Test Drive,6,No,Yes
LD21533,2025-11-06,Facebook,Swift,Mid,SP6,New,0,Yes,Yes
LD21534,2024-04-10,Referral,Baleno,Base,SP9,Lost,9,No,Yes
LD21535,2025-07-28,Referral,City,Base,SP13,Test Drive,6,No,No
LD21536,2025-08-27,Website,City,Mid,SP12,Test Drive,1,No,No
LD21537,2025-12-19,Website,Baleno,Base,SP13,Booked,2,Yes,No
LD21538,2025-04-19,Referral,City,Base,SP18,Test Drive,0,Yes,Yes
LD21539,2024-11-06,Aggregator,City,Base,SP19,New,6,Yes,No
LD21540,2025-08-06,Aggregator,City,Base,SP19,Contacted,2,No,No
LD21541,2024-02-29,Referral,Nexon,Mid,SP19,Contacted,5,Yes,Yes
LD21542,2024-01-29,Aggregator,Creta,Base,SP6,Contacted,6,No,No
LD21543,2025-06-14,Referral,Creta,Base,SP16,Contacted,2,Yes,No
LD21544,2024-03-13,Website,Creta,Base,SP7,Booked,1,Yes,No
LD21545,2025-01-28,Website,Baleno,Top,SP7,New,8,No,No
LD21546,2025-01-28,Website,Venue,Top,SP19,New,8,Yes,Yes
LD21547,2025-04-25,Facebook,Nexon,Mid,SP16,Lost,6,Yes,No
LD21548,2025-04-17,Website,Nexon,Mid,SP17,Lost,4,No,Yes
LD21549,2024-11-08,Website,City,Mid,SP19,Lost,3,No,Yes
LD21550,2025-03-13,Referral,Swift,Base,SP16,Test Drive,3,No,No
LD21551,2024-11-19,Aggregator,Creta,Top,SP16,New,0,No,Yes
LD21552,2024-03-27,Aggregator,Nexon,Top,SP19,Booked,3,No,Yes
LD21553,2024-12-24,Website,Nexon,Mid,SP15,New,6,No,Yes
LD21554,2025-11-25,Website,Swift,Top,SP3,New,4,No,Yes
LD21555,2024-07-15,Website,City,Mid,SP15,New,8,No,No
LD21556,2025-01-19,Referral,Nexon,Base,SP16,Test Drive,3,Yes,No
LD21557,2024-04-27,Referral,Nexon,Top,SP20,New,2,No,Yes
LD21558,2025-05-12,Referral,Venue,Base,SP5,Booked,5,Yes,Yes
LD21559,2025-04-06,Aggregator,Swift,Base,SP19,New,3,No,Yes
LD21560,2025-05-10,Facebook,City,Top,SP10,New,1,No,Yes
LD21561,2025-08-16,Aggregator,City,Mid,SP13,Contacted,4,Yes,No
LD21562,2024-09-03,Referral,Creta,Top,SP15,Contacted,3,Yes,Yes
LD21563,2024-08-21,Walk-in,Venue,Base,SP12,Lost,4,Yes,No
LD21564,2025-02-20,Facebook,City,Mid,SP17,Lost,8,No,Yes
LD21565,2025-04-11,Website,Venue,Base,SP15,New,3,No,Yes
LD21566,2025-04-26,Aggregator,Creta,Mid,SP4,Lost,5,No,Yes
LD21567,2024-12-30,Facebook,Swift,Top,SP15,Test Drive,3,No,No
LD21568,2024-06-01,Walk-in,Nexon,Base,SP17,Contacted,0,Yes,No
LD21569,2024-09-28,Facebook,Nexon,Mid,SP11,Booked,1,No,No
LD21570,2025-01-26,Aggregator,Baleno,Mid,SP15,Lost,5,Yes,Yes
LD21571,2025-06-30,Referral,Baleno,Top,SP20,New,7,No,No
LD21572,2025-12-25,Website,Baleno,Mid,SP7,New,8,No,Yes
LD21573,2025-12-23,Referral,Nexon,Mid,SP13,Contacted,3,Yes,Yes
LD21574,2025-03-05,Referral,Venue,Base,SP13,New,5,No,No
LD21575,2025-10-12,Aggregator,Baleno,Top,SP20,Contacted,2,Yes,Yes
LD21576,2024-07-07,Referral,Swift,Top,SP20,Test Drive,8,No,No
LD21577,2024-09-08,Referral,City,Base,SP2,Booked,7,No,Yes
LD21578,2025-01-29,Aggregator,Venue,Base,SP10,Contacted,0,No,Yes
LD21579,2025-10-23,Aggregator,Nexon,Base,SP18,Contacted,1,No,Yes
LD21580,2024-08-06,Walk-in,Swift,Mid,SP20,Booked,9,No,Yes
LD21581,2025-08-16,Referral,Nexon,Top,SP5,Contacted,8,Yes,Yes
LD21582,2024-07-08,Facebook,Venue,Top,SP20,Booked,9,No,No
LD21583,2024-08-21,Website,Venue,Top,SP19,Lost,2,No,Yes
LD21584,2025-11-18,Website,Venue,Mid,SP2,Lost,2,No,Yes
LD21585,2024-08-19,Aggregator,Creta,Top,SP4,Test Drive,9,No,No
LD21586,2024-12-23,Aggregator,City,Top,SP16,Contacted,8,Yes,No
LD21587,2025-04-22,Walk-in,Baleno,Top,SP16,New,2,No,Yes
LD21588,2025-07-28,Referral,Creta,Top,SP17,Booked,9,Yes,No
LD21589,2025-03-04,Aggregator,City,Base,SP15,Lost,4,Yes,Yes
LD21590,2024-08-24,Aggregator,Nexon,Mid,SP13,New,5,Yes,No
LD21591,2024-02-02,Website,Baleno,Top,SP1,New,2,Yes,No
LD21592,2024-07-31,Referral,Creta,Top,SP5,Booked,9,Yes,Yes
LD21593,2025-07-25,Walk-in,Creta,Top,SP20,New,7,No,No
LD21594,2025-01-13,Aggregator,Swift,Top,SP1,New,1,Yes,Yes
LD21595,2024-01-02,Aggregator,Creta,Top,SP12,Lost,5,Yes,Yes
LD21596,2025-03-25,Aggregator,Venue,Base,SP15,New,1,Yes,Yes
LD21597,2025-07-22,Website,Nexon,Base,SP4,New,8,Yes,No
LD21598,2025-03-02,Aggregator,Creta,Mid,SP19,Test Drive,5,Yes,Yes
LD21599,2025-10-11,Aggregator,Venue,Mid,SP16,Booked,8,Yes,No
LD21600,2024-10-05,Website,City,Top,SP18,Contacted,3,No,Yes
LD21601,2024-08-01,Aggregator,City,Top,SP17,Contacted,2,No,No
LD21602,2024-10-11,Referral,Venue,Base,SP11,Test Drive,1,Yes,No
LD21603,2025-06-26,Referral,Swift,Mid,SP20,Test Drive,7,Yes,No
LD21604,2025-12-18,Website,Swift,Top,SP13,New,3,Yes,No
LD21605,2024-09-30,Referral,City,Top,SP9,New,1,Yes,Yes
LD21606,2024-01-11,Walk-in,Nexon,Top,SP17,Test Drive,8,Yes,Yes
LD21607,2024-02-16,Aggregator,Creta,Mid,SP17,Booked,7,No,Yes
LD21608,2025-05-29,Walk-in,City,Base,SP5,Booked,4,No,Yes
LD21609,2025-10-03,Referral,City,Base,SP8,Booked,7,No,No
LD21610,2025-03-13,Website,Venue,Top,SP3,Booked,4,No,Yes
LD21611,2025-08-06,Website,Swift,Top,SP6,New,6,No,No
LD21612,2025-11-01,Walk-in,Nexon,Top,SP3,Booked,4,No,No
LD21613,2025-03-02,Referral,Venue,Top,SP8,Booked,4,Yes,Yes
LD21614,2025-03-07,Aggregator,City,Top,SP12,Test Drive,3,Yes,Yes
LD21615,2024-05-09,Referral,Baleno,Mid,SP4,New,4,No,Yes
LD21616,2024-01-22,Referral,Creta,Base,SP2,Test Drive,6,Yes,Yes
LD21617,2025-01-23,Website,City,Mid,SP10,Test Drive,2,No,Yes
LD21618,2024-05-14,Facebook,Venue,Mid,SP15,New,3,No,No
LD21619,2025-06-15,Aggregator,Baleno,Top,SP13,Test Drive,7,No,Yes
LD21620,2024-08-07,Aggregator,Baleno,Mid,SP15,Booked,5,Yes,Yes
LD21621,2024-11-28,Website,City,Base,SP19,Booked,7,Yes,Yes
LD21622,2024-05-09,Referral,Nexon,Top,SP18,New,1,No,No
LD21623,2024-02-01,Website,Swift,Base,SP13,New,8,Yes,Yes
LD21624,2025-08-24,Referral,Baleno,Mid,SP20,Test Drive,6,No,No
LD21625,2025-02-28,Facebook,Creta,Top,SP20,Booked,4,Yes,No
LD21626,2024-10-24,Facebook,Venue,Base,SP1,Test Drive,6,Yes,No
LD21627,2025-05-18,Walk-in,Venue,Base,SP16,Booked,1,No,Yes
LD21628,2025-11-15,Referral,Venue,Top,SP8,New,3,No,No
LD21629,2024-12-22,Website,City,Base,SP6,Test Drive,6,No,No
LD21630,2025-03-30,Website,Venue,Top,SP3,Lost,1,No,No
LD21631,2025-02-04,Website,Venue,Top,SP20,Test Drive,7,Yes,Yes
LD21632,2025-07-12,Walk-in,Creta,Mid,SP16,Lost,9,No,No
LD21633,2025-12-09,Aggregator,Swift,Base,SP2,Test Drive,9,Yes,Yes
LD21634,2025-03-30,Website,Nexon,Top,SP2,Booked,4,No,No
LD21635,2024-02-03,Facebook,City,Mid,SP15,New,4,Yes,No
LD21636,2024-09-04,Website,City,Mid,SP10,New,7,No,Yes
LD21637,2024-02-11,Website,Venue,Top,SP1,New,0,No,No
LD21638,2024-05-02,Website,Creta,Top,SP20,Contacted,5,No,No
LD21639,2024-01-27,Aggregator,Baleno,Base,SP15,Contacted,1,Yes,No
LD21640,2025-04-06,Website,Venue,Base,SP1,Booked,0,Yes,Yes
LD21641,2025-07-24,Aggregator,Venue,Base,SP16,Lost,6,No,Yes
LD21642,2024-05-26,Aggregator,City,Top,SP18,Test Drive,3,Yes,Yes
LD21643,2025-05-10,Walk-in,City,Mid,SP5,New,0,No,No
LD21644,2025-09-18,Facebook,Venue,Mid,SP5,Lost,9,Yes,No
LD21645,2025-04-30,Website,City,Top,SP10,Test Drive,5,No,No
LD21646,2025-04-04,Website,Creta,Base,SP12,Booked,9,No,Yes
LD21647,2025-12-11,Website,Baleno,Mid,SP10,Booked,5,Yes,Yes
LD21648,2024-05-07,Aggregator,Baleno,Mid,SP2,Lost,2,Yes,Yes
LD21649,2025-01-10,Referral,Baleno,Base,SP1,Test Drive,5,Yes,No
LD21650,2025-10-26,Facebook,Venue,Mid,SP16,Booked,9,No,Yes
LD21651,2024-03-23,Website,Nexon,Base,SP18,Test Drive,8,Yes,Yes
LD21652,2025-06-18,Referral,Venue,Mid,SP7,Contacted,5,Yes,No
LD21653,2025-06-06,Referral,Venue,Mid,SP4,Test Drive,0,Yes,Yes
LD21654,2025-11-29,Referral,Creta,Mid,SP10,Contacted,9,Yes,No
LD21655,2025-09-19,Facebook,Baleno,Base,SP10,Contacted,5,Yes,No
LD21656,2025-11-04,Referral,City,Mid,SP11,Booked,7,No,Yes
LD21657,2024-04-12,Website,City,Mid,SP3,New,6,No,Yes
LD21658,2025-06-02,Website,Swift,Mid,SP14,Test Drive,7,Yes,No
LD21659,2024-12-27,Walk-in,Swift,Top,SP13,Booked,7,No,Yes
LD21660,2025-11-14,Aggregator,Nexon,Mid,SP19,Booked,8,Yes,No
LD21661,2024-09-12,Referral,City,Mid,SP10,Contacted,2,Yes,Yes
LD21662,2024-09-03,Aggregator,Baleno,Base,SP15,Booked,6,No,Yes
LD21663,2024-07-10,Aggregator,Venue,Base,SP8,Lost,5,No,No
LD21664,2025-09-17,Aggregator,City,Top,SP17,Test Drive,1,No,No
LD21665,2025-06-18,Aggregator,Nexon,Base,SP6,Booked,4,No,Yes
LD21666,2024-11-09,Aggregator,Nexon,Base,SP7,Contacted,2,No,Yes
LD21667,2024-10-02,Website,City,Base,SP14,Lost,4,No,No
LD21668,2025-01-07,Facebook,Swift,Top,SP8,Test Drive,8,No,Yes
LD21669,2025-03-19,Referral,Baleno,Top,SP12,Contacted,7,Yes,Yes
LD21670,2025-10-09,Referral,City,Mid,SP18,Contacted,8,Yes,Yes
LD21671,2024-07-13,Website,Venue,Mid,SP14,Test Drive,8,Yes,No
LD21672,2024-09-14,Website,Venue,Base,SP1,New,7,No,Yes
LD21673,2025-08-04,Aggregator,Creta,Mid,SP4,Booked,7,Yes,Yes
LD21674,2024-12-25,Facebook,Venue,Mid,SP17,New,5,Yes,Yes
LD21675,2025-07-01,Referral,City,Top,SP18,Test Drive,5,Yes,No
LD21676,2024-04-17,Walk-in,City,Top,SP19,Test Drive,5,Yes,No
LD21677,2024-01-24,Website,Venue,Mid,SP4,Booked,9,No,Yes
LD21678,2025-10-13,Walk-in,Swift,Mid,SP6,Booked,5,Yes,No
LD21679,2025-04-09,Referral,Baleno,Mid,SP8,Booked,8,Yes,No
LD21680,2024-01-22,Website,Nexon,Base,SP15,Lost,9,Yes,Yes
LD21681,2025-05-16,Referral,City,Top,SP20,Test Drive,0,Yes,Yes
LD21682,2025-12-16,Website,Venue,Mid,SP1,Booked,9,Yes,No
LD21683,2025-05-15,Referral,Nexon,Mid,SP5,New,5,No,Yes
LD21684,2025-08-15,Walk-in,Venue,Base,SP16,Booked,7,Yes,Yes
LD21685,2025-02-10,Facebook,City,Top,SP6,New,0,Yes,Yes
LD21686,2024-11-25,Website,Creta,Base,SP10,Lost,5,Yes,Yes
LD21687,2025-12-03,Walk-in,Baleno,Base,SP10,Contacted,8,Yes,No
LD21688,2024-10-12,Referral,City,Mid,SP5,New,5,Yes,No
LD21689,2024-05-26,Walk-in,Nexon,Base,SP8,New,1,Yes,Yes
LD21690,2025-01-18,Website,Venue,Base,SP1,New,0,No,Yes
LD21691,2024-01-11,Walk-in,Creta,Mid,SP5,Contacted,3,Yes,No
LD21692,2024-10-02,Referral,City,Top,SP1,Test Drive,5,Yes,Yes
LD21693,2025-07-21,Aggregator,Baleno,Mid,SP7,Lost,9,No,Yes
LD21694,2025-11-15,Facebook,Creta,Top,SP15,Contacted,9,No,Yes
LD21695,2024-10-29,Facebook,Nexon,Base,SP14,New,8,Yes,No
LD21696,2024-07-22,Aggregator,Venue,Base,SP9,Booked,4,Yes,Yes
LD21697,2024-12-10,Website,Swift,Mid,SP8,New,6,No,Yes
LD21698,2024-09-22,Walk-in,Baleno,Mid,SP8,Booked,5,Yes,Yes
LD21699,2024-01-22,Walk-in,Creta,Mid,SP3,Contacted,5,No,Yes
LD21700,2025-06-19,Aggregator,City,Base,SP20,Test Drive,8,Yes,Yes
LD21701,2025-12-06,Aggregator,City,Base,SP4,New,4,Yes,No
LD21702,2024-04-05,Referral,Creta,Top,SP17,New,1,Yes,Yes
LD21703,2025-03-20,Referral,City,Mid,SP6,Booked,7,No,No
LD21704,2024-09-19,Facebook,Creta,Base,SP2,Contacted,2,No,No
LD21705,2025-08-06,Website,Baleno,Top,SP9,Lost,8,No,Yes
LD21706,2025-01-17,Website,City,Mid,SP14,Test Drive,4,No,Yes
LD21707,2025-07-03,Aggregator,Baleno,Mid,SP1,Booked,0,Yes,Yes
LD21708,2025-01-26,Facebook,Venue,Top,SP17,Lost,3,Yes,Yes
LD21709,2025-08-23,Facebook,Venue,Top,SP11,Contacted,8,No,Yes
LD21710,2025-06-23,Referral,Venue,Top,SP6,Booked,0,No,Yes
LD21711,2024-04-01,Walk-in,Venue,Base,SP1,New,7,No,Yes
LD21712,2025-07-19,Website,City,Mid,SP19,Test Drive,7,No,Yes
LD21713,2024-06-07,Facebook,Creta,Mid,SP16,Booked,8,Yes,Yes
LD21714,2024-08-15,Referral,City,Top,SP18,Contacted,8,No,Yes
LD21715,2025-04-17,Referral,Nexon,Base,SP11,New,5,Yes,No
LD21716,2025-01-06,Referral,City,Top,SP9,Test Drive,4,No,Yes
LD21717,2025-01-10,Walk-in,Baleno,Base,SP6,Booked,6,Yes,Yes
LD21718,2025-07-06,Facebook,Creta,Mid,SP2,Lost,8,No,Yes
LD21719,2024-02-06,Aggregator,Swift,Mid,SP8,Booked,4,Yes,No
LD21720,2025-09-28,Aggregator,Swift,Base,SP16,Contacted,2,Yes,No
LD21721,2025-11-21,Referral,Creta,Mid,SP8,Booked,8,Yes,No
LD21722,2024-02-06,Referral,Swift,Mid,SP8,Booked,9,Yes,Yes
LD21723,2024-04-10,Walk-in,Creta,Top,SP14,Contacted,0,Yes,No
LD21724,2025-06-26,Referral,Baleno,Base,SP1,New,0,Yes,Yes
LD21725,2024-07-08,Facebook,Baleno,Mid,SP7,Booked,9,Yes,Yes
LD21726,2025-05-26,Referral,City,Mid,SP2,Booked,3,Yes,No
LD21727,2025-10-19,Referral,Swift,Base,SP15,New,1,Yes,Yes
LD21728,2024-03-30,Facebook,Creta,Mid,SP18,Lost,6,No,No
LD21729,2024-01-06,Website,Baleno,Base,SP4,Test Drive,1,No,No
